id,hip,hd,hr,gl,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con,lum
93846,94141,178524,7264,,Pi  Sgr,Albaldah,19.162731,-21.023615,156.25,2.88,-3.089,F2II/III,0.377,Pi,41,Sgr,1498.3042106227
93855,94150,177389,7221,,,,19.164642,-68.424448,37.3832,5.31,2.447,G8/K0III/IV,0.901,,,Pav,9.1453430312
93862,94157,178322,7257,,,,19.166015,-41.892256,444.4444,5.86,-2.379,B5V,-0.08,,,CrA,779.1121911131
93865,94160,178345,7259,,Bet CrA,,19.167154,-39.340796,145.3488,4.1,-1.712,K0II/IIICN.,1.163,Bet,,CrA,421.502349721
94007,94302,180006,7295,,,,19.194597,56.859213,105.4852,5.13,0.014,G8III,1.008,,53,Dra,85.9805066661
94016,94311,179527,7283,,,,19.196114,31.283456,273.224,5.93,-1.253,B9p Si,-0.062,,19,Lyr,276.1849442075
94042,94336,179957,7293,Wo 9648B,,,19.201416,49.855755,24.4499,5.85,3.909,G4V+...,0.666,,,Cyg,2.3790304459
94081,94376,180711,7310,,Del Dra,,19.209225,67.661541,29.8686,3.07,0.694,G9III,0.99,Del,57,Dra,45.9621144666
94090,94385,179406,7279,,,,19.211309,-7.939518,300.3003,5.35,-2.038,B3V,0.094,,20,Aql,569.1149576288
94139,94434,179323,7277,,,,19.220463,-25.906786,520.8333,5.79,-2.793,K2III,1.387,,,Sgr,1140.7750129221
94143,94437,179497,7282,,,,19.220979,-12.282584,166.113,5.51,-0.592,K3III,1.442,,,Sgr,150.2449902999
94182,94477,179761,7287,,,,19.228529,2.293707,217.8649,5.14,-1.551,B8II-III,-0.071,,21,Aql,363.4126160642
94186,94481,180163,7298,,Eta Lyr,,19.229302,39.145968,425.5319,4.43,-3.715,B2.5IV,-0.15,Eta,20,Lyr,2666.8586645215
94195,94490,180610,7309,,,,19.231987,57.705102,50.6586,5,1.477,K2III,1.156,,54,Dra,22.3460105773
94261,94556,179433,7281,,,,19.244319,-45.193527,91.3242,5.91,1.107,G8III,0.902,,,CrA,31.4195528464
94325,94620,180317,7301,,,,19.254822,21.232118,91.8274,5.65,0.835,A4V,0.121,,1,Sge,40.3645392968
94329,94624,180262,7300,,,,19.255581,15.083651,212.3142,5.58,-1.055,G8II-III,1.067,,,Aql,230.1441817409
94335,94630,180450,7302,,,,19.256905,30.526381,389.1051,5.88,-2.07,M0III,1.665,,,Lyr,586.138164514
94348,94643,179950,7292,,Psi Sgr,,19.259007,-25.256682,91.4913,4.86,0.053,K0/K1III+..,0.569,Psi,42,Sgr,82.9468695095
94352,94648,181984,7352,,Tau Dra,,19.259229,73.355468,44.8833,4.45,1.19,K3III,1.257,Tau,60,Dra,29.1071711807
94408,94703,180554,7306,,,,19.270289,21.390428,248.7562,4.76,-2.219,B4IV,-0.058,,1,Vul,672.3571072343
94417,94712,179886,7289,,,,19.272706,-45.466033,167.2241,5.38,-0.736,K3III,1.349,,,Tel,171.5536647728
94418,94713,180809,7314,,The Lyr,,19.272804,38.133731,255.102,4.35,-2.684,K0II,1.258,The,21,Lyr,1031.8106352676
94425,94720,180555,7307,,,,19.274108,14.544616,125.6281,5.65,0.155,B9.5V,-0.02,,,Aql,75.5092227665
94432,94727,180482,7303,,,,19.275287,4.834795,164.4737,5.59,-0.49,A3IV,0.101,,22,Aql,136.7728825596
94484,94779,181276,7328,,Kap Cyg,,19.28504,53.368459,38.0662,3.8,0.897,K0III,0.95,Kap,1,Cyg,38.1241351104
94494,94789,179366,7278,,,,19.286729,-66.661048,91.5751,5.52,0.711,A4IV/V,0.17,,,Pav,45.2480637856
94525,94820,180540,7304,,,,19.293911,-18.952908,147.7105,4.88,-0.967,K0III,1.013,,43,Sgr,212.2266896901
94532,94827,180968,7318,,,,19.295454,23.02554,373.1343,5.46,-2.399,B0.5IV,0.02,,2,Vul,793.5969681958
94539,94834,180868,7315,,Ome 1 Aql,,19.296944,11.595422,127.2265,5.28,-0.243,F0IV,0.196,Ome-1,25,Aql,108.9431679659
94590,94885,180972,7319,,,,19.309026,1.085129,113.7656,5.1,-0.18,K2II-IIIvar,1.143,,23,Aql,102.8016298126
94689,94982,181333,7331,,,,19.327597,12.37468,103.4126,5.53,0.457,F0III,0.265,,28,Aql,57.1741872918
94691,94986,180885,7316,,,,19.327776,-35.421452,276.2431,5.59,-1.616,B4III,-0.122,,,Sgr,385.8335599054
94743,95038,182190,7356,,,,19.337783,57.645129,242.1308,5.91,-1.01,M1III,1.626,,,Dra,220.8004733019
94771,95066,181391,7333,,,,19.342473,-5.415766,47.2813,4.98,1.607,G8III-IV...,0.937,,26,Aql,19.8243976287
94778,95073,181440,7336,,,,19.343246,-0.892161,134.2282,5.46,-0.179,B9III,-0.041,,27,Aql,102.7069896026
94782,95077,181240,7327,,,,19.34393,-22.402535,55.371,5.59,1.874,A6:m...,0.276,,,Sgr,15.5024378887
94786,95081,182564,7371,,Pi  Dra,,19.344467,65.714531,70.1754,4.6,0.369,A2IIIs,0.033,Pi,58,Dra,62.0011864209
94873,95168,181577,7340,NN 4107,Rho 1 Sgr,,19.361211,-17.847197,38.9257,3.92,0.969,F0III/IV,0.228,Rho-1,44,Sgr,35.6779588289
94881,95176,181615,7342,,Ups Sgr,,19.362117,-15.955018,546.4481,4.52,-4.168,F2p,0.079,Ups,46,Sgr,4047.6224868787
94892,95188,181645,7344,,Rho 2 Sgr,,19.364137,-18.308388,101.833,5.84,0.801,K0III,1.062,Rho-2,45,Sgr,41.6485609341
94927,95222,181907,7349,,,,19.372651,-0.252345,103.7344,5.81,0.73,G8III:,1.093,,,Aql,44.4631267469
94946,95241,181454,7337,,Bet 1 Sgr,,19.377303,-44.458965,96.1538,3.96,-0.955,B9V,-0.085,Bet-1,,Sgr,209.8939883624
94965,95260,182255,7358,,,,19.380801,26.262403,120.4819,5.22,-0.185,B6III,-0.119,,3,Vul,103.2761405761
94966,95261,181296,7329,,Eta Tel,,19.380888,-54.423931,48.216,5.03,1.614,A0Vn,0.02,Eta,,Tel,19.696996149
94999,95294,181623,7343,,Bet 2 Sgr,,19.386976,-44.799778,41.1353,4.27,1.199,F2III,0.35,Bet-2,,Sgr,28.8668901795
95052,95347,181869,7348,,Alp Sgr,,19.398103,-40.61594,55.7414,3.96,0.229,B8V,-0.105,Alp,,Sgr,70.5342414258
95057,95352,182694,7382,,,,19.399027,43.388171,135.1351,5.85,0.196,G6.5IIIa,0.924,,,Lyr,72.710980316
95077,95372,182568,7372,,,,19.402105,29.621338,258.3979,4.99,-2.071,B3IV,-0.12,,2,Cyg,586.678266402
95152,95447,182572,7373,Gl 759,,,19.416164,11.944415,15.1768,5.17,4.264,G8IVvar,0.761,,31,Aql,1.7155366477
95161,95456,182286,7360,,,,19.41779,-29.309359,91.3242,5.91,1.107,K3III,1.278,,,Sgr,31.4195528464
95182,95477,182369,7362,,Chi 1 Sgr,,19.421247,-24.508575,77.2201,5.02,0.581,A4IV/V,0.235,Chi-1,47,Sgr,51.0035023959
95190,95485,182477,7367,,,,19.422665,-13.89713,154.7988,5.72,-0.229,K2III,1.372,,,Sgr,107.5474208973
95202,95498,182762,7385,,,,19.424611,19.798365,83.2639,5.14,0.538,K0III,0.999,,4,Vul,53.0640019195
95206,95503,182416,7363,,Chi 3 Sgr,,19.424906,-23.962457,153.1394,5.45,-0.475,K3III,1.442,Chi-3,49,Sgr,134.8962882592
95207,95501,182640,7377,Gl 760,Del Aql,,19.424972,3.114775,15.5255,3.36,2.405,F0IV,0.319,Del,30,Aql,9.5060479366
95260,95556,183056,7395,,,,19.435868,36.317896,216.9197,5.17,-1.511,B9sp...,-0.12,,4,Cyg,350.2676269138
95261,95557,182645,7378,,,,19.4364,-15.053251,214.1328,5.71,-0.943,B7IV,0.007,,,Sgr,207.5869270495
95264,95560,182919,7390,,,,19.437013,20.097733,72.8863,5.6,1.287,A0V,-0.006,,5,Vul,26.6195065115
95268,95564,182629,7375,,,,19.438654,-21.776693,132.2751,5.57,-0.037,K1/K2III,1.228,,50,Sgr,90.115604434
95276,95572,182900,7389,,,,19.440037,13.023801,55.991,5.76,2.019,F6III,0.456,,,Aql,13.5643816291
95286,95582,182955,7391,,,,19.441302,19.891493,187.9699,5.84,-0.53,M0III,1.558,,,Vul,141.9057521689
95289,95585,182835,7387,,Nu  Aql,,19.441969,0.33857,869.5652,4.64,-5.057,F2Ib,0.576,Nu,32,Aql,9179.0978605734
95323,95619,182681,7380,,,,19.449022,-29.743225,69.9301,5.66,1.437,B8/B9V,-0.014,,,Sgr,23.1846209541
95360,95656,183534,7408,,Iot 1 Cyg,,19.457212,52.320436,107.5269,5.73,0.572,A1V,-0.002,Iot-1,7,Cyg,51.4280431949
95393,95690,182509,7370,,,,19.463366,-54.325272,164.7446,5.7,-0.384,K4III,1.406,,,Tel,124.0509230042
95434,95732,183227,7397,,,,19.472444,2.93003,294.9853,5.84,-1.509,B6III,-0.003,,,Aql,349.6230040027
95473,95771,183439,7405,,Alp Vul,,19.478427,24.664905,91.1577,4.44,-0.359,M0 comp,1.502,Alp,6,Vul,121.2271792537
95487,95785,183491,7406,,,,19.482523,24.768723,157.7287,5.82,-0.17,K0III,1.023,,8,Vul,101.8591388054
95495,95793,183324,7400,,,,19.483608,1.950448,61.1995,5.79,1.856,A0V,0.088,,35,Aql,15.7615890496
95523,95822,183492,7407,,,,19.489487,14.596019,91.7431,5.57,0.757,K0III,1.05,,,Aql,43.37105635
95524,95823,183007,7392,,,,19.489951,-43.445195,62.383,5.7,1.725,Am,0.214,,,Sgr,17.7827941004
95554,95853,184006,7420,,Iot 2 Cyg,,19.495098,51.729779,37.2024,3.76,0.907,A5Vn,0.148,Iot-2,10,Cyg,37.7746109388
95566,95865,183275,7398,Wo 9657A,,,19.497829,-26.985615,71.736,5.46,1.181,K1/K2III,1.12,,,Sgr,29.3494522227
95638,95937,183630,7414,,,,19.511066,-2.788887,162.0746,5.03,-1.019,M1IIIvar,1.77,,36,Aql,222.6383629553
95648,95947,183912,7417,,Bet 1 Cyg,Albireo,19.512023,27.959681,133.1558,3.05,-2.572,K3II+...,1.088,Bet-1,6,Cyg,930.6791831627
95652,95951,183914,7418,,Bet 2 Cyg,,19.51261,27.965276,122.549,5.12,-0.322,B8V,-0.095,Bet-2,6,Cyg,117.1655673911
95700,95999,182709,7383,,,,19.519709,-68.43392,387.5969,5.98,-1.962,K4/K5III,1.638,,,Pav,530.6400191948
95714,96014,184293,7427,,,,19.522039,50.306706,141.6431,5.55,-0.206,K1III,1.274,,,Cyg,105.2931212843
95716,96016,184010,7421,,,,19.522672,26.617171,60.5327,5.89,1.98,K0III-IV,0.915,,,Vul,14.0604752413
95752,96052,184171,7426,,,,19.529534,34.452968,263.8522,4.74,-2.367,B3IV,-0.15,,8,Cyg,770.5485366297
95799,96100,185144,7462,Gl 764,Sig Dra,,19.539149,69.661175,5.7547,4.67,5.87,K0V,0.786,Sig,61,Dra,0.3908408958
95839,96141,183552,7411,,,,19.54828,-53.185618,115.7407,5.76,0.443,Am,0.3,,,Tel,57.9161921083
95876,96178,183806,7416,,,,19.556007,-45.271748,121.6545,5.59,0.164,A0p,-0.02,,,Tel,74.8858907522
95927,96229,184406,7429,Wo 9661,Mu  Aql,,19.568153,7.378941,32.9924,4.45,1.858,K3III,1.176,Mu,38,Aql,15.7325818545
95932,96234,184035,7422,,,,19.569024,-40.034638,129.7017,5.89,0.325,A5IV-III,0.105,,,Sgr,64.5654229035
95956,96258,184960,7451,NN 4116,,,19.572161,51.23662,25.113,5.71,3.711,F7V,0.475,,,Cyg,2.8549598169
95973,96275,184606,7437,,,,19.57636,19.773403,169.4915,5,-1.146,B8IIIn,-0.093,,9,Vul,250.2649325731
95986,96288,184875,7444,,,,19.578127,42.412509,176.6784,5.34,-0.896,A2V,0.06,,,Cyg,198.7925021042
96000,96302,184759,7441,,,,19.580813,29.462954,171.2329,5.39,-0.778,A0V+...,0.581,,9,Cyg,178.3199772233
96026,96327,184492,7430,,,,19.585349,-10.560444,140.2525,5.12,-0.615,G8III,1.122,,37,Aql,153.4616982799
96039,96341,184127,7424,,Iot Tel,,19.586942,-48.099202,113.6364,4.88,-0.398,G9III,1.096,Iot,,Tel,125.6608520076
96104,96406,184552,7431,,,,19.600459,-24.719081,90.2527,5.64,0.863,A1m...,0.185,,51,Sgr,39.3368880673
96138,96441,185395,7469,Gl 765A,The Cyg,,19.607372,50.221103,18.3352,4.49,3.174,F4V,0.395,The,13,Cyg,4.6816613972
96156,96459,185351,7468,,,,19.610555,44.694936,40.833,5.17,2.115,K0III,0.928,,,Cyg,12.4165230759
96162,96465,184707,7440,,,,19.611786,-24.883623,58.1395,4.59,0.768,B8/B9V,-0.075,,52,Sgr,42.933866347
96165,96468,184930,7447,,Iot Aql,,19.612022,-1.286601,119.9041,4.36,-1.034,B5III,-0.079,Iot,41,Aql,225.7355711021
96179,96481,185018,7456,,,,19.61457,11.273206,371.7472,5.98,-1.871,G0Ib,0.881,,,Aql,487.9777272865
96180,96483,184915,7446,,Kap Aql,,19.614847,-7.027477,515.4639,4.93,-3.631,B0.5III,-0.046,Kap,39,Aql,2468.3116896974
96193,96496,184835,7443,,,,19.617595,-18.231052,121.8027,5.66,0.232,K0III,1.237,,,Sgr,70.3396171216
96212,96516,185194,7463,,Eps Sge,,19.621498,16.462802,147.2754,5.67,-0.171,G8IIIvar,1.007,Eps,4,Sge,101.9529977563
96232,96536,184985,7454,Gl 764.2,,,19.626227,-14.301801,30.5623,5.46,3.034,F7V,0.501,,,Sgr,5.3259857485
96252,96556,185124,7460,,,,19.62981,-4.64764,32.1543,5.45,2.914,F3IV,0.429,,42,Aql,5.9483977407
96314,96620,185912,7484,,,,19.644769,54.973793,40.8831,5.89,2.832,F6Vasv,0.482,,,Cyg,6.4150493251
96359,96665,185507,7474,,Sig Aql,,19.653234,5.397773,239.2344,5.18,-1.714,B3V + B3V,-0.001,Sig,44,Aql,422.2795013061
96377,96683,185734,7478,,Phi Cyg,,19.656279,30.153321,81.6327,4.68,0.121,G8III-IV...,0.971,Phi,12,Cyg,77.9112191113
96386,96693,185872,7483,,,,19.657356,42.818278,200,5.41,-1.095,B9III,-0.063,,14,Cyg,238.7811282913
96450,96757,185758,7479,,Alp Sge,,19.668275,18.01389,130.3781,4.39,-1.186,G0II,0.777,Alp,5,Sge,259.6569790274
96453,96760,185467,7473,,,,19.668657,-23.429086,109.8901,5.97,0.765,K0III,1.038,,,Sgr,43.0526610492
96500,96807,185762,7480,,,,19.6787,-0.621233,107.9914,5.64,0.473,A3IV,0.123,,45,Aql,56.3378150851
96501,96808,185644,7476,,,,19.678717,-16.293268,73.7463,5.3,0.961,K1III,1.109,,54,Sgr,35.9418146315
96519,96825,186155,7495,,,,19.680601,45.524942,49.6278,5.06,1.581,F5II,0.426,,,Cyg,20.3048600272
96530,96837,185958,7488,,Bet Sge,,19.68415,17.476041,134.7709,4.39,-1.258,G8II,1.041,Bet,6,Sge,277.459755988
96533,96840,185936,7486,,,,19.684869,13.815682,100000,5.98,-14.02,B5V,-0.078,,,Aql,35318316.9791956
96588,96895,186408,7503,Gl 765.1A,,,19.696945,50.52506,21.0793,5.99,4.371,G2V,0.643,,16,Cyg,1.5545331941
96643,96950,186005,7489,,,,19.708648,-16.123996,54.3183,5.06,1.385,F3IV/V,0.319,,55,Sgr,24.3220400907
96650,96957,186203,7497,,Chi Aql,,19.709447,11.826583,261.7801,5.28,-1.81,F3V:+...,0.575,Chi,47,Aql,461.3175745604
96670,96977,186377,7502,,,,19.71239,32.426741,602.4096,5.93,-2.969,A5III,0.118,,,Cyg,1341.5287982661
96756,97063,186185,7496,Wo 9666,,,19.72598,-15.470105,48.9237,5.49,2.042,F5V,0.46,,,Sgr,13.2800588624
96770,97077,186486,7506,,,,19.72859,25.771929,101.7294,5.5,0.463,G8III,0.939,,10,Vul,56.8591024699
96774,97081,186619,7514,,,,19.729192,41.773108,174.8252,5.86,-0.353,M0III,1.598,,,Cyg,120.559100773
96811,97118,186675,7517,,,,19.737943,37.354355,88.6525,4.89,0.152,G8III,0.948,,15,Cyg,75.7181509715
96814,97122,187340,7545,,,,19.738446,69.337065,132.1004,5.9,0.295,A2III,0.072,,,Dra,66.3743070402
96858,97165,186882,7528,,Del Cyg,,19.749574,45.13081,50.5817,2.86,-0.66,B9.5III,-0.002,Del,18,Cyg,159.9558028615
96921,97229,186689,7519,,Ups Aql,,19.761096,7.613158,53.6193,5.89,2.243,A3IV,0.18,Ups,49,Aql,11.0357028996
96951,97260,186500,7507,,,,19.767005,-31.908571,217.8649,5.51,-1.181,B8III,0.024,,,Sgr,258.463963577
96970,97278,186791,7525,,Gam Aql,Tarazed,19.770994,10.613261,121.0654,2.72,-2.695,K3II,1.507,Gam,50,Aql,1042.3174293933
96981,97290,186648,7515,,,,19.772707,-19.761113,63.6537,4.87,0.851,K0III,1.061,,56,Sgr,39.7740669105
96986,97295,187013,7534,Gl 767.1A,,,19.773777,33.727598,21.2314,5,3.365,F5,0.476,,17,Cyg,3.926449354
97056,97365,187076,7536,,Del Sge,,19.789795,18.534286,182.1494,3.68,-2.622,M2II + B6,1.313,Del,7,Sge,974.5407417663
97067,97376,187235,7543,,,,19.79105,38.407614,144.9275,5.83,0.024,B8Vn,-0.087,,,Cyg,85.1922326429
97112,97421,186543,7510,,Nu  Tel,,19.800321,-56.362611,49.554,5.33,1.855,A9Vn,0.196,Nu,,Tel,15.776112697
97124,97433,188119,7582,,Eps Dra,,19.80285,70.26793,45.3721,3.84,0.556,G8III,0.888,Eps,63,Dra,52.1915265835
97163,97473,187259,7544,,Pi  Aql,,19.811683,11.815896,157.7287,5.75,-0.24,F2V:+...,0.546,Pi,52,Aql,108.6425623617
97186,97496,187362,7546,,Zet Sge,,19.816294,19.142042,78.1861,5.01,0.544,A3V,0.095,Zet,8,Sge,52.7715681765
97224,97534,186219,7498,,,,19.823694,-72.503378,43.63,5.39,2.191,A4III,0.234,,,Pav,11.5771057412
97287,97598,187086,7537,,,,19.837238,-47.557392,408.1633,5.91,-2.144,M1III,1.678,,,Tel,627.4801619979
97319,97630,187849,7566,,,,19.842776,38.722419,212.3142,5.18,-1.455,M2IIIa,1.665,,19,Cyg,332.659553294
97323,97634,187879,7567,,,,19.843702,40.599759,649.3506,5.68,-3.382,B1III,-0.058,,,Cyg,1962.4563241737
97324,97635,188056,7576,,,,19.843813,52.988001,62.0732,5.03,1.065,K3IIIvar,1.286,,20,Cyg,32.6587832172
97335,97646,186957,7531,,,,19.845775,-59.193667,84.9618,5.41,0.764,A0IV,0.082,,,Pav,43.0923322819
97338,97649,187642,7557,Gl 768,Alp Aql,Altair,19.846388,8.868322,5.1295,0.76,2.21,A7IV-V,0.221,Alp,53,Aql,11.3762728582
97339,97650,187532,7553,,,,19.846329,-10.763512,27.8707,5.38,3.154,F0V,0.402,,51,Aql,4.768699981
97365,97675,187691,7560,Gl 768.1A,Omi Aql,,19.850456,10.415727,19.1902,5.12,3.705,F8V,0.563,Omi,54,Aql,2.870780582
97368,97679,187811,7565,,,,19.851141,22.610046,193.0502,4.9,-1.528,B2.5V,-0.153,,12,Vul,355.7951305597
97438,97749,187474,7552,,,,19.864056,-39.874367,92.4214,5.32,0.491,A0p,-0.045,,,Sgr,55.4115118972
97446,97757,188209,7589,,,,19.866408,47.027339,100000,5.6,-14.4,O9.5Ia,-0.078,,,Cyg,50118723.3627272
97454,97765,187982,7573,,,,19.867109,24.992162,518.1347,5.54,-3.032,A1Iab,0.68,,,Vul,1421.673931308
97464,97774,188252,7591,,,,19.868658,47.931795,510.2041,5.91,-2.629,B2III,-0.174,,,Cyg,980.8441360309
97472,97783,187739,7561,,,,19.870001,-19.044991,115.8749,5.88,0.56,K0III,0.979,,57,Sgr,51.9995996534
97493,97804,187929,7570,,Eta Aql,,19.874547,1.005661,423.7288,3.87,-4.265,F6Ibv SB,0.63,Eta,55,Aql,4425.8837236263
97505,97816,187420,7548,,,,19.877143,-54.971026,172.4138,5.76,-0.423,G8/K0III,0.915,,,Tel,128.5878692634
97559,97870,188665,7608,,,,19.88816,57.523482,194.1748,5.14,-1.301,B5V,-0.125,,23,Cyg,288.6689017948
97560,97871,188041,7575,,,,19.888538,-3.114464,80.1282,5.63,1.111,A5pvar,0.231,,,Aql,31.304011901
97575,97886,188260,7592,,,,19.891026,24.079614,102.5641,4.57,-0.485,B9.5III,-0.047,,13,Vul,136.1444682466
97617,97928,188154,7584,,,,19.902299,-8.574211,193.7984,5.76,-0.677,K5III,1.664,,56,Aql,162.4800335227
97627,97938,188310,7595,,Xi  Aql,,19.904134,8.461453,56.2746,4.71,0.958,K0III,1.023,Xi,59,Aql,36.0412628649
97650,97961,188485,7601,,,,19.908632,24.319388,144.3001,5.56,-0.236,A0III,-0.018,,,Vul,108.2430447609
97655,97966,188293,7593,,,,19.910459,-8.227289,147.929,5.7,-0.15,B7Vn,-0.079,,57,Aql,100
97669,97980,188350,7596,,,,19.912444,0.273627,113.8952,5.6,0.317,A0III,0.098,,58,Aql,65.0429155079
97674,97985,188650,7606,,,,19.913403,36.995676,369.0037,5.79,-2.045,Fp,0.773,,,Cyg,572.7960309858
97721,98032,188114,7581,,Iot Sgr,,19.921026,-41.868288,55.7414,4.12,0.389,K0III,1.063,Iot,,Sgr,60.8695372335
97725,98036,188512,7602,Gl 771A,Bet Aql,Alshain,19.921887,6.406763,13.6986,3.71,3.027,G8IVvar,0.855,Bet,60,Aql,5.3604345782
97744,98055,189037,7619,,Psi Cyg,,19.927167,52.438948,86.2813,4.91,0.23,A4Vn,0.124,Psi,24,Cyg,70.4693068967
97755,98066,188376,7597,,Ome Sgr,,19.930651,-26.299506,25.9875,4.7,2.626,G3/G5III,0.748,Ome,58,Sgr,7.7553249576
97757,98068,188892,7613,,,,19.931045,38.486705,442.4779,4.95,-3.279,B5IV,-0.086,,22,Cyg,1784.842916498
97762,98073,189276,7633,,,,19.932051,58.845969,280.8989,4.98,-2.263,K5II-III,1.584,,,Cyg,700.164359373
97774,98085,188727,7609,,,,19.933684,16.634799,100000,5.71,-14.29,G5Ibv SB,0.903,,10,Sge,45289757.9903621
97792,98103,188728,7610,,Phi Aql,,19.937292,11.423721,67.2948,5.28,1.14,A1IV,0.014,Phi,61,Aql,30.4789498963
97799,98110,188947,7615,,Eta Cyg,,19.938438,35.083424,41.3736,3.89,0.806,K0IIIvar,1.019,Eta,21,Cyg,41.4572031787
97851,98162,188603,7604,,,,19.94912,-27.169899,255.102,4.54,-2.494,K3III,1.462,,59,Sgr,866.1637419723
97863,98174,188162,7587,,,,19.951749,-58.901351,85.3971,5.24,0.583,B9.5IV,0.014,,,Pav,50.9096369523
97883,98194,189178,7628,,,,19.953852,40.367824,340.1361,5.46,-2.198,B5V,-0.09,,,Cyg,659.4775259495
97923,98234,189090,7622,,,,19.962624,16.789163,139.6648,5.54,-0.185,B9III,-0.048,,11,Sge,103.2761405761
97947,98258,188899,7614,,,,19.965842,-15.49149,81.4332,5.01,0.456,A2V,0.055,,61,Sgr,57.2268709223
98014,98325,189395,7640,,,,19.977216,30.983665,142.6534,5.51,-0.261,B9Vn,-0.06,,,Cyg,110.764349167
98021,98332,188097,7579,,,,19.978116,-69.163957,70.1262,5.74,1.511,Am,0.224,,,Pav,21.6570849471
98026,98337,189319,7635,,Gam Sge,,19.979285,19.492148,79.2393,3.51,-0.985,K5III,1.571,Gam,12,Sge,215.7744409153
98042,98353,189005,7618,,,,19.982555,-26.195767,96.0615,4.84,-0.073,G8II/III,0.882,,60,Sgr,93.1536765239
98064,98375,189410,7641,,,,19.986261,23.101281,49.1159,5.68,2.224,F0,0.345,,14,Vul,11.2305234754
98072,98383,189684,7646,,,,19.989006,45.772541,138.8889,5.92,0.207,A5III,0.185,,,Cyg,71.9780372803
98101,98412,189103,7623,,The 1 Sgr,,19.995605,-35.276305,158.9825,4.37,-1.637,B2.5IV,-0.15,The-1,,Sgr,393.3688806732
98105,98416,189340,7637,Gl 773.3,,,19.996485,-9.958238,22.2025,5.87,4.138,F8V,0.598,,,Aql,1.9266374595
98110,98421,189118,7624,,The 2 Sgr,,19.997595,-34.697799,48.4966,5.3,1.871,A4/A5IV,0.17,The-2,,Sgr,15.5453319406
98114,98425,189687,7647,,,,19.998665,37.042885,404.8583,5.15,-2.887,B3IV,-0.133,,25,Cyg,1243.9416235583
98127,98438,189577,7645,,,,20.000919,17.516511,312.5,5.33,-2.144,M4IIIa,1.576,,13,Sge,627.4801619979
98150,98461,189195,7629,,,,20.004425,-37.701719,107.7586,5.95,0.788,G8/K0III,0.989,,,Sgr,42.1502349721
98159,98470,189245,7631,Gl 773.4,,,20.005621,-33.703452,21.2495,5.65,4.013,F7V,0.498,,,Sgr,2.1617227843
98167,98478,188584,7603,,Mu 1 Pav,,20.006418,-66.94936,73.2601,5.75,1.426,K0IV,1.033,Mu-1,,Pav,23.4207069479
98184,98495,188228,7590,,Eps Pav,,20.009845,-72.910504,32.2165,3.97,1.43,A0V,-0.032,Eps,,Pav,23.3345806228
98201,98512,189198,7630,,,,20.013424,-45.112918,81.367,5.8,1.248,A8III,0.295,,,Sgr,27.5930685582
98215,98526,189695,7648,,,,20.016383,8.557735,212.3142,5.9,-0.735,K5III,1.529,,,Aql,171.3957307508
98232,98543,189849,7653,,,,20.018346,27.753573,72.4638,4.66,0.359,A4III,0.184,,15,Vul,62.5748763354
98260,98571,190147,7660,,,,20.022655,50.104695,133.1558,5.06,-0.562,K1II-III,1.122,,26,Cyg,146.1503972006
98272,98583,190544,7676,,,,20.024594,64.820974,180.1802,5.22,-1.059,M1III,1.598,,64,Dra,230.9936280173
98297,98609,189944,7656,,,,20.029086,24.800423,331.1258,5.88,-1.72,B4V,-0.134,,,Vul,424.6195639463
98298,98608,189124,7625,,,,20.029093,-59.375893,145.7726,4.95,-0.868,M6III,1.356,,,Pav,193.7313924582
98313,98624,188887,7612,,Mu 2 Pav,,20.03123,-66.943966,72.4638,5.32,1.019,K2IVCN...,1.218,Mu-2,,Pav,34.0721861659
98321,98633,189741,7649,,,,20.032944,-13.637217,90.9918,5.69,0.895,A1IV,0.079,,63,Sgr,38.194427084
98324,98636,190004,7657,,,,20.03373,24.938043,67.981,5.23,1.068,F2III,0.374,,16,Vul,32.5686682202
98375,98688,189763,7650,,,,20.044299,-27.709845,137.5516,4.43,-1.262,M4III,1.64,,62,Sgr,278.4838407805
98389,98702,190940,7685,,Rho Dra,,20.04696,67.873565,131.406,4.51,-1.083,K3III,1.313,Rho,67,Dra,236.1565523918
98425,98738,190211,7662,,,,20.054555,18.500993,248.139,5.99,-0.983,K3Iab:,1.42,,,Sge,215.3773355662
98441,98754,190229,7664,,,,20.058338,16.031255,195.6947,5.73,-0.728,B9MNp...,-0.095,,,Aql,170.2942561878
98448,98761,189831,7652,,,,20.059291,-37.940699,112.3596,4.77,-0.483,K4III,1.417,,,Sgr,135.8939117101
98454,98767,190360,7670,Gl 777A,,,20.060373,29.896805,15.8579,5.73,4.729,G6IV+...,0.749,,,Cyg,1.1178923907
98504,98819,190406,7672,Gl 779,,,20.068399,17.070173,17.7683,5.8,4.552,G1V,0.6,,15,Sge,1.3158306551
98508,98823,190327,7669,,Tau Aql,,20.068976,7.277966,141.6431,5.51,-0.246,K0III,1.063,Tau,63,Aql,109.2446053227
98527,98842,190056,7659,,,,20.072108,-32.056296,89.1266,4.99,0.24,K1III/IV,1.208,,,Sgr,69.8232404077
98529,98844,190299,7667,,,,20.073098,-0.709309,127.8772,5.67,0.136,K4III,1.301,,62,Aql,76.84223711
98548,98863,190603,7678,,,,20.076715,32.218598,100000,5.62,-14.38,B1.5Ia comp,0.76,,,Cyg,49203953.5681451
